[setup] Using binary: /root/tacet/target/release/benchmark
[setup] Output root:  /root/bench-results/ablation-v2

==========================================
=== Config: baseline
=== Env:    <library defaults>
=== Output: /root/bench-results/ablation-v2/baseline
==========================================
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 257.7s

Raw results already written to: /root/bench-results/ablation-v2/baseline/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/baseline/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/baseline/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 257.7s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1218 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1220 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1218 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1215 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1214 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1217 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1058 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1056 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1238 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1221 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1227 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1232 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1233 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1067 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1064 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1236 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1254 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1239 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1238 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1232 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1241 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1069 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1066 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1344 |
| shift | 20σ | ar1-0.3 | 25.0% | [15.8%, 37.2%] | 1337 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1352 |
| shift | 20σ | ar1-0.6 | 15.0% | [8.1%, 26.1%] | 1355 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1331 |
| shift | 20σ | ar1-0.8 | 8.3% | [3.6%, 18.1%] | 1341 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1128 |
| shift | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1134 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1212 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1224 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1228 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1227 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1218 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1219 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1056 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1056 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1056 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1056 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1056 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1055 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1235 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1227 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1229 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1218 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1219 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1060 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1058 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1239 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1229 |
| tail | 1σ | ar1-0.6 | 91.7% | [81.9%, 96.4%] | 1237 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1234 |
| tail | 1σ | ar1-0.8 | 73.3% | [61.0%, 82.9%] | 1234 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1228 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1075 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1083 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1263 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1258 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1247 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1245 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1252 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1234 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1094 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1082 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1250 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1253 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1251 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1252 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1249 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1252 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1091 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1091 |
| tail | 20σ | ar1-0.3 | 5.0% | [1.7%, 13.7%] | 1263 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1259 |
| tail | 20σ | ar1-0.6 | 65.0% | [52.4%, 75.8%] | 1266 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1253 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1244 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1249 |
| tail | 20σ | iid | 5.0% | [1.7%, 13.7%] | 1087 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1085 |


[baseline] completed in 258s
[baseline] rows=5920 outcomes:    1925 fail     955 inconclusive    3040 pass 

==========================================
=== Config: pi0_low
=== Env:    TACET_ABLATION_PI0=0.50 
=== Output: /root/bench-results/ablation-v2/pi0_low
==========================================
[ablation] overrides: pi0=Some(0.5) alpha=None beta=None kl_min=None nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 261.1s

Raw results already written to: /root/bench-results/ablation-v2/pi0_low/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/pi0_low/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/pi0_low/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 261.1s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 0% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1221 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1219 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1232 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1235 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1228 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1068 |
| shift | 0.2σ | ar1-0.3 | 60.0% | [47.4%, 71.4%] | 1229 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1236 |
| shift | 0.2σ | ar1-0.6 | 20.0% | [11.8%, 31.8%] | 1224 |
| shift | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1210 |
| shift | 0.2σ | ar1-0.8 | 3.3% | [0.9%, 11.4%] | 1232 |
| shift | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1222 |
| shift | 0.2σ | iid | 100.0% | [94.0%, 100.0%] | 1056 |
| shift | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1065 |
| shift | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1220 |
| shift | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1235 |
| shift | 1σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1219 |
| shift | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1224 |
| shift | 1σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1229 |
| shift | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1225 |
| shift | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1064 |
| shift | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1053 |
| shift | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1230 |
| shift | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1240 |
| shift | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1225 |
| shift | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1217 |
| shift | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1217 |
| shift | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1069 |
| shift | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1064 |
| shift | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1255 |
| shift | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1255 |
| shift | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1245 |
| shift | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1256 |
| shift | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1240 |
| shift | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1240 |
| shift | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1064 |
| shift | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1067 |
| shift | 20σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1338 |
| shift | 20σ | ar1-0.3 | 25.0% | [15.8%, 37.2%] | 1330 |
| shift | 20σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1335 |
| shift | 20σ | ar1-0.6 | 15.0% | [8.1%, 26.1%] | 1328 |
| shift | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1333 |
| shift | 20σ | ar1-0.8 | 8.3% | [3.6%, 18.1%] | 1330 |
| shift | 20σ | iid | 100.0% | [94.0%, 100.0%] | 1125 |
| shift | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1132 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1216 |
| tail | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1217 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1206 |
| tail | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1207 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1200 |
| tail | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1050 |
| tail | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1048 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1214 |
| tail | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1222 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1217 |
| tail | 0.2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1216 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1203 |
| tail | 0.2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1202 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1056 |
| tail | 0.2σ | iid | 0.0% | [0.0%, 6.0%] | 1056 |
| tail | 1σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1220 |
| tail | 1σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1215 |
| tail | 1σ | ar1-0.6 | 81.7% | [70.1%, 89.4%] | 1226 |
| tail | 1σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 1σ | ar1-0.8 | 36.7% | [25.6%, 49.3%] | 1235 |
| tail | 1σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1230 |
| tail | 1σ | iid | 100.0% | [94.0%, 100.0%] | 1072 |
| tail | 1σ | iid | 0.0% | [0.0%, 6.0%] | 1081 |
| tail | 2σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1240 |
| tail | 2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1240 |
| tail | 2σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1240 |
| tail | 2σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1243 |
| tail | 2σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1235 |
| tail | 2σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1239 |
| tail | 2σ | iid | 100.0% | [94.0%, 100.0%] | 1070 |
| tail | 2σ | iid | 0.0% | [0.0%, 6.0%] | 1082 |
| tail | 4σ | ar1-0.3 | 100.0% | [94.0%, 100.0%] | 1258 |
| tail | 4σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1260 |
| tail | 4σ | ar1-0.6 | 100.0% | [94.0%, 100.0%] | 1240 |
| tail | 4σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1227 |
| tail | 4σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1248 |
| tail | 4σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1245 |
| tail | 4σ | iid | 100.0% | [94.0%, 100.0%] | 1073 |
| tail | 4σ | iid | 0.0% | [0.0%, 6.0%] | 1068 |
| tail | 20σ | ar1-0.3 | 5.0% | [1.7%, 13.7%] | 1240 |
| tail | 20σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1244 |
| tail | 20σ | ar1-0.6 | 48.3% | [36.2%, 60.7%] | 1257 |
| tail | 20σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1253 |
| tail | 20σ | ar1-0.8 | 100.0% | [94.0%, 100.0%] | 1239 |
| tail | 20σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1232 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1080 |
| tail | 20σ | iid | 0.0% | [0.0%, 6.0%] | 1071 |


[pi0_low] completed in 261s
[pi0_low] rows=5920 outcomes:    1862 fail    1003 inconclusive    3055 pass 

==========================================
=== Config: pi0_high
=== Env:    TACET_ABLATION_PI0=0.75 
=== Output: /root/bench-results/ablation-v2/pi0_high
==========================================
[ablation] overrides: pi0=Some(0.75) alpha=None beta=None kl_min=None nu_ℓ=None nu_prior=None
=== Timing Tool Benchmark Suite ===

Configuration:
  Preset: medium
  Samples per class: 10000
  Datasets per point: 60
  Effect multipliers: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
  Effect patterns: ["shift", "tail"]
  Noise models: ["iid", "ar1-0.3", "ar1-0.6", "ar1-0.8"]
  Mode: synthetic
  Checkpoint: RESUME (loading existing results)
  Tools: ["tacet"]
  Total points: 48
  Total datasets: 2880
  Total tool runs: 2880
  Batched: 6 batches of 500 datasets (~160MB peak memory)


Completed in 262.8s

Raw results already written to: /root/bench-results/ablation-v2/pi0_high/benchmark_results.csv
Wrote summary to: /root/bench-results/ablation-v2/pi0_high/benchmark_summary.csv
Wrote report to: /root/bench-results/ablation-v2/pi0_high/benchmark_report.md

# Benchmark Results (medium)

## Configuration

- **Preset**: medium
- **Samples per class**: 10000
- **Datasets per point**: 60
- **Effect multipliers**: [0.0, 0.2, 1.0, 2.0, 4.0, 20.0]
- **Total execution time**: 262.8s

## False Positive Rate (effect = 0)

| Tool | iid | ar1-0.3 | ar1-0.6 | ar1-0.8 |
|------|--------|--------|--------|--------|
| tacet (θ=0.4ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |
| tacet (θ=100ns) | 0.0% ± 1.8% | 0.0% ± 3.0% | 0.0% ± 3.0% | 0.0% ± 3.0% |

## Power (Detection Rate)

| Tool | 0.2σ | 1σ | 2σ | 4σ | 20σ |
|------|------|------|------|------|------|
| tacet (θ=0.4ns) | 100% | 100% | 100% | 100% | 100% |
| tacet (θ=100ns) | 0% | 0% | 0% | 0% | 0% |

## Detailed Results by Tool

### tacet

| Pattern | Effect | Noise | Rate | 95% CI | Time (ms) |
|---------|--------|-------|------|--------|----------|
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1226 |
| shift | 0σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1218 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1220 |
| shift | 0σ | ar1-0.6 | 0.0% | [0.0%, 6.0%] | 1230 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1231 |
| shift | 0σ | ar1-0.8 | 0.0% | [0.0%, 6.0%] | 1235 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1060 |
| shift | 0σ | iid | 0.0% | [0.0%, 3.7%] | 1066 |
| shift | 0.2σ | ar1-0.3 | 76.7% | [64.6%, 85.6%] | 1237 |
| shift | 0.2σ | ar1-0.3 | 0.0% | [0.0%, 6.0%] | 1239 |
| shift | 0.2σ | ar1-0.6 | 46.7% | [34.6%, 59.1%] | 1231 |
