ecosystem,library,test_name,iteration,outcome,leak_probability,samples,elapsed_sec,timestamp
Rust,ring,injected_ring_aes_gcm_500ns,19,PASS,100.0,6000,0,2026-04-22T22:43:32Z
Rust,ring,injected_ring_aes_gcm_500ns,20,PASS,100.0,6000,1,2026-04-22T22:43:33Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,1,PASS,100.0,6000,0,2026-04-22T22:43:33Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,2,PASS,100.0,6000,0,2026-04-22T22:43:33Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,3,PASS,100.0,6000,0,2026-04-22T22:43:33Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,4,INCONCLUSIVE,100.0,6000,1,2026-04-22T22:43:34Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,5,PASS,100.0,6000,0,2026-04-22T22:43:34Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,6,PASS,100.0,6000,0,2026-04-22T22:43:34Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,7,PASS,100.0,6000,1,2026-04-22T22:43:35Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,8,PASS,100.0,6000,0,2026-04-22T22:43:35Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,9,PASS,100.0,6000,0,2026-04-22T22:43:35Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,10,PASS,100.0,6000,1,2026-04-22T22:43:36Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,11,PASS,100.0,6000,0,2026-04-22T22:43:36Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,12,PASS,100.0,6000,0,2026-04-22T22:43:36Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,13,INCONCLUSIVE,100.0,6000,1,2026-04-22T22:43:37Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,14,PASS,100.0,6000,0,2026-04-22T22:43:37Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,15,PASS,100.0,6000,0,2026-04-22T22:43:37Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,16,PASS,100.0,6000,1,2026-04-22T22:43:38Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,17,PASS,100.0,6000,0,2026-04-22T22:43:38Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,18,PASS,100.0,6000,0,2026-04-22T22:43:38Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,19,PASS,100.0,6000,0,2026-04-22T22:43:38Z
Rust,chacha20poly1305,injected_chacha20poly1305_500ns,20,PASS,100.0,6000,1,2026-04-22T22:43:39Z
Rust,sha3,injected_sha3_256_500ns,1,PASS,100.0,6000,0,2026-04-22T22:43:39Z
Rust,sha3,injected_sha3_256_500ns,2,PASS,100.0,6000,0,2026-04-22T22:43:39Z
Rust,sha3,injected_sha3_256_500ns,3,PASS,100.0,6000,1,2026-04-22T22:43:40Z
Rust,sha3,injected_sha3_256_500ns,4,PASS,100.0,6000,0,2026-04-22T22:43:40Z
Rust,sha3,injected_sha3_256_500ns,5,PASS,100.0,6000,0,2026-04-22T22:43:40Z
Rust,sha3,injected_sha3_256_500ns,6,INCONCLUSIVE,100.0,6000,1,2026-04-22T22:43:41Z
Rust,sha3,injected_sha3_256_500ns,7,PASS,100.0,6000,0,2026-04-22T22:43:41Z
Rust,sha3,injected_sha3_256_500ns,8,PASS,100.0,6000,0,2026-04-22T22:43:41Z
Rust,sha3,injected_sha3_256_500ns,9,PASS,100.0,6000,0,2026-04-22T22:43:41Z
Rust,sha3,injected_sha3_256_500ns,10,PASS,100.0,6000,1,2026-04-22T22:43:42Z
Rust,sha3,injected_sha3_256_500ns,11,PASS,100.0,6000,0,2026-04-22T22:43:42Z
Rust,sha3,injected_sha3_256_500ns,12,PASS,100.0,6000,0,2026-04-22T22:43:42Z
Rust,sha3,injected_sha3_256_500ns,13,PASS,100.0,6000,1,2026-04-22T22:43:43Z
Rust,sha3,injected_sha3_256_500ns,14,PASS,100.0,6000,0,2026-04-22T22:43:43Z
Rust,sha3,injected_sha3_256_500ns,15,INCONCLUSIVE,100.0,6000,0,2026-04-22T22:43:43Z
Rust,sha3,injected_sha3_256_500ns,16,PASS,100.0,6000,1,2026-04-22T22:43:44Z
Rust,sha3,injected_sha3_256_500ns,17,PASS,100.0,6000,0,2026-04-22T22:43:44Z
Rust,sha3,injected_sha3_256_500ns,18,PASS,100.0,6000,0,2026-04-22T22:43:44Z
Rust,sha3,injected_sha3_256_500ns,19,PASS,100.0,6000,0,2026-04-22T22:43:44Z
Rust,sha3,injected_sha3_256_500ns,20,PASS,100.0,6000,1,2026-04-22T22:43:45Z
Rust,x25519,injected_x25519_500ns,1,PASS,100.0,6000,1,2026-04-22T22:43:46Z
Rust,x25519,injected_x25519_500ns,2,PASS,100.0,6000,0,2026-04-22T22:43:46Z
Rust,x25519,injected_x25519_500ns,3,PASS,100.0,6000,1,2026-04-22T22:43:47Z
Rust,x25519,injected_x25519_500ns,4,PASS,100.0,6000,1,2026-04-22T22:43:48Z
Rust,x25519,injected_x25519_500ns,5,PASS,100.0,6000,1,2026-04-22T22:43:49Z
Rust,x25519,injected_x25519_500ns,6,PASS,100.0,6000,1,2026-04-22T22:43:50Z
Rust,x25519,injected_x25519_500ns,7,PASS,100.0,6000,0,2026-04-22T22:43:50Z
Rust,x25519,injected_x25519_500ns,8,PASS,100.0,6000,1,2026-04-22T22:43:51Z
Rust,x25519,injected_x25519_500ns,9,PASS,100.0,6000,1,2026-04-22T22:43:52Z
Rust,x25519,injected_x25519_500ns,10,PASS,100.0,6000,1,2026-04-22T22:43:53Z
Rust,x25519,injected_x25519_500ns,11,PASS,100.0,6000,1,2026-04-22T22:43:54Z
Rust,x25519,injected_x25519_500ns,12,PASS,100.0,6000,0,2026-04-22T22:43:54Z
Rust,x25519,injected_x25519_500ns,13,PASS,100.0,6000,1,2026-04-22T22:43:55Z
Rust,x25519,injected_x25519_500ns,14,PASS,100.0,6000,1,2026-04-22T22:43:56Z
Rust,x25519,injected_x25519_500ns,15,PASS,100.0,6000,1,2026-04-22T22:43:57Z
Rust,x25519,injected_x25519_500ns,16,PASS,100.0,6000,1,2026-04-22T22:43:58Z
Rust,x25519,injected_x25519_500ns,17,PASS,100.0,6000,0,2026-04-22T22:43:58Z
Rust,x25519,injected_x25519_500ns,18,PASS,100.0,6000,1,2026-04-22T22:43:59Z
Rust,x25519,injected_x25519_500ns,19,PASS,100.0,6000,1,2026-04-22T22:44:00Z
Rust,x25519,injected_x25519_500ns,20,PASS,100.0,6000,1,2026-04-22T22:44:01Z
Rust,ed25519,injected_ed25519_500ns,1,PASS,100.0,6000,0,2026-04-22T22:44:01Z
Rust,ed25519,injected_ed25519_500ns,2,PASS,100.0,6000,1,2026-04-22T22:44:02Z
Rust,ed25519,injected_ed25519_500ns,3,PASS,100.0,6000,0,2026-04-22T22:44:02Z
Rust,ed25519,injected_ed25519_500ns,4,PASS,100.0,6000,1,2026-04-22T22:44:03Z
Rust,ed25519,injected_ed25519_500ns,5,PASS,100.0,6000,0,2026-04-22T22:44:03Z
Rust,ed25519,injected_ed25519_500ns,6,PASS,100.0,6000,1,2026-04-22T22:44:04Z
Rust,ed25519,injected_ed25519_500ns,7,PASS,100.0,6000,0,2026-04-22T22:44:04Z
Rust,ed25519,injected_ed25519_500ns,8,PASS,100.0,6000,1,2026-04-22T22:44:05Z
Rust,ed25519,injected_ed25519_500ns,9,PASS,100.0,6000,0,2026-04-22T22:44:05Z
Rust,ed25519,injected_ed25519_500ns,10,PASS,100.0,6000,1,2026-04-22T22:44:06Z
Rust,ed25519,injected_ed25519_500ns,11,PASS,100.0,6000,0,2026-04-22T22:44:06Z
Rust,ed25519,injected_ed25519_500ns,12,PASS,100.0,6000,0,2026-04-22T22:44:06Z
Rust,ed25519,injected_ed25519_500ns,13,PASS,100.0,6000,1,2026-04-22T22:44:07Z
Rust,ed25519,injected_ed25519_500ns,14,PASS,100.0,6000,0,2026-04-22T22:44:07Z
Rust,ed25519,injected_ed25519_500ns,15,PASS,100.0,6000,1,2026-04-22T22:44:08Z
Rust,ed25519,injected_ed25519_500ns,16,PASS,100.0,6000,0,2026-04-22T22:44:08Z
Rust,ed25519,injected_ed25519_500ns,17,PASS,100.0,6000,1,2026-04-22T22:44:09Z
Rust,ed25519,injected_ed25519_500ns,18,PASS,100.0,6000,0,2026-04-22T22:44:09Z
Rust,ed25519,injected_ed25519_500ns,19,PASS,100.0,6000,1,2026-04-22T22:44:10Z
Rust,ed25519,injected_ed25519_500ns,20,PASS,100.0,6000,0,2026-04-22T22:44:10Z
Rust,kyber,injected_kyber768_500ns,1,PASS,100.0,6000,1,2026-04-22T22:44:11Z
Rust,kyber,injected_kyber768_500ns,2,PASS,100.0,6000,0,2026-04-22T22:44:11Z
Rust,kyber,injected_kyber768_500ns,3,PASS,100.0,6000,0,2026-04-22T22:44:11Z
Rust,kyber,injected_kyber768_500ns,4,PASS,100.0,6000,1,2026-04-22T22:44:12Z
Rust,kyber,injected_kyber768_500ns,5,PASS,100.0,6000,0,2026-04-22T22:44:12Z
Rust,kyber,injected_kyber768_500ns,6,PASS,100.0,6000,1,2026-04-22T22:44:13Z
Rust,kyber,injected_kyber768_500ns,7,PASS,100.0,6000,0,2026-04-22T22:44:13Z
Rust,kyber,injected_kyber768_500ns,8,INCONCLUSIVE,100.0,6000,1,2026-04-22T22:44:14Z
Rust,kyber,injected_kyber768_500ns,9,PASS,100.0,6000,0,2026-04-22T22:44:14Z
Rust,kyber,injected_kyber768_500ns,10,PASS,100.0,6000,0,2026-04-22T22:44:14Z
Rust,kyber,injected_kyber768_500ns,11,PASS,100.0,6000,1,2026-04-22T22:44:15Z
Rust,kyber,injected_kyber768_500ns,12,PASS,100.0,6000,0,2026-04-22T22:44:15Z
Rust,kyber,injected_kyber768_500ns,13,PASS,100.0,6000,1,2026-04-22T22:44:16Z
Rust,kyber,injected_kyber768_500ns,14,PASS,100.0,6000,0,2026-04-22T22:44:16Z
Rust,kyber,injected_kyber768_500ns,15,PASS,100.0,6000,0,2026-04-22T22:44:16Z
Rust,kyber,injected_kyber768_500ns,16,PASS,100.0,6000,1,2026-04-22T22:44:17Z
Rust,kyber,injected_kyber768_500ns,17,PASS,100.0,6000,0,2026-04-22T22:44:17Z
Rust,kyber,injected_kyber768_500ns,18,PASS,100.0,6000,1,2026-04-22T22:44:18Z
Rust,kyber,injected_kyber768_500ns,19,PASS,100.0,6000,0,2026-04-22T22:44:18Z
Rust,kyber,injected_kyber768_500ns,20,PASS,100.0,6000,1,2026-04-22T22:44:19Z
